Away_Team,Away_Score,Home_Team,Home_Score,Year,day,tourney_game
Toledo,67,Ohio,76,2013,1/19/2013,0
Texas Tech,45,Oklahoma State,79,2013,1/19/2013,0
Georgia State,69,Old Dominion,54,2013,1/19/2013,0
Nebraska,68,Penn State,64,2013,1/19/2013,0
Santa Clara,83,Pepperdine,76,2013,1/19/2013,0
UConn,61,Pitt,69,2013,1/19/2013,0
Saint Mary's (CA),60,Portland,38,2013,1/19/2013,0
Liberty,60,Presbyterian,68,2013,1/19/2013,0
Villanova,66,Providence,69,2013,1/19/2013,0
West Virginia,52,Purdue,79,2013,1/19/2013,0
New Orleans,71,Rice,95,2013,1/19/2013,0
Charlotte,61,Richmond,81,2013,1/19/2013,0
Quinnipiac,75,Robert Morris,87,2013,1/19/2013,0
Sacred Heart,75,Saint Francis (PA),72,2013,1/19/2013,0
Penn,59,St. Joseph's,79,2013,1/19/2013,0
Rhode Island,82,Saint Louis,80,2013,1/19/2013,0
Oral Roberts,65,Sam Houston State,61,2013,1/19/2013,0
Appalachian State,68,Samford,72,2013,1/19/2013,0
Loyola Marymount,53,San Francisco,62,2013,1/19/2013,0
Florida A&M,55,Savannah State,57,2013,1/19/2013,0
Vanderbilt,58,South Carolina,51,2013,1/19/2013,0
Bethune-Cookman,60,South Carolina State,52,2013,1/19/2013,0
Georgetown,58,South Florida,61,2013,1/19/2013,0
Tennessee Tech,62,Southeast Missouri State,74,2013,1/19/2013,0
Oregon State,68,USC,69,2013,1/19/2013,0
Alabama-Birmingham,59,Southern Miss,74,2013,1/19/2013,0
Fairleigh Dickinson,51,St. Francis (NY),70,2013,1/19/2013,0
University of California,59,Stanford,69,2013,1/19/2013,0
Nicholls State,49,Stephen F. Austin,72,2013,1/19/2013,0
Lipscomb,69,Stetson,85,2013,1/19/2013,0
St. Bonaventure,81,Temple,78,2013,1/19/2013,0
Mississippi State,57,Tennessee,72,2013,1/19/2013,0
Morehead State,88,UT-Martin,74,2013,1/19/2013,0
Kansas,64,Texas,59,2013,1/19/2013,0
Central Arkansas,76,Texas A&M-Corpus Christi,67,2013,1/19/2013,0
Idaho,77,Texas-Arlington,64,2013,1/19/2013,0
Iowa State,63,Texas Christian,50,2013,1/19/2013,0
SMU,54,UTEP,63,2013,1/19/2013,0
Utah Valley,60,Texas-Rio Grande Valley,62,2013,1/19/2013,0
Texas State,81,UTSA,78,2013,1/19/2013,0
James Madison,47,Towson,73,2013,1/19/2013,0
Tulsa,72,Tulane,75,2013,1/19/2013,0
Oregon,76,UCLA,67,2013,1/19/2013,0
Wright State,63,Valparaiso,69,2013,1/19/2013,0
Florida State,36,Virginia,56,2013,1/19/2013,0
Wake Forest,65,Virginia Tech,66,2013,1/19/2013,0
Utah,74,Washington,65,2013,1/19/2013,0
Colorado,58,Washington State,49,2013,1/19/2013,0
Sacramento State,56,Weber State,65,2013,1/19/2013,0
North Dakota State,42,Western Illinois,50,2013,1/19/2013,0
Arkansas-Little Rock,59,Western Kentucky,54,2013,1/19/2013,0
Creighton,64,Wichita State,67,2013,1/19/2013,0
Drexel,59,William & Mary,48,2013,1/19/2013,0
San Diego State,45,Wyoming,58,2013,1/19/2013,0
La Salle,63,Xavier,70,2013,1/19/2013,0
Fairfield,73,Iona,84,2013,1/18/2013,0
Jacksonville,77,North Florida,68,2013,1/18/2013,0
Stony Brook,73,Vermont,81,2013,1/18/2013,0
Southern Illinois-Edwardsville,66,Austin Peay,53,2013,1/17/2013,0
Eastern Kentucky,76,Belmont,83,2013,1/17/2013,0
Mount St. Mary's,78,Bryant,79,2013,1/17/2013,0
UC-Irvine,92,Cal State Fullerton,65,2013,1/17/2013,0
UC-Davis,74,Cal State Northridge,71,2013,1/17/2013,0
Long Beach State,91,UC-Riverside,82,2013,1/17/2013,0
Manhattan,60,Canisius,64,2013,1/17/2013,0
Wagner,66,Central Connecticut,73,2013,1/17/2013,0
Appalachian State,88,Chattanooga,91,2013,1/17/2013,0
Colby-Sawyer,42,Dartmouth,80,2013,1/17/2013,0
Citadel,38,Davidson,70,2013,1/17/2013,0
San Jose State,37,Denver,73,2013,1/17/2013,0
Valparaiso,89,Detroit,88,2013,1/17/2013,0
Georgia Tech,57,Duke,73,2013,1/17/2013,0
Furman,59,Elon,73,2013,1/17/2013,0
LIU-Brooklyn,79,Fairleigh Dickinson,75,2013,1/17/2013,0
Troy,59,Florida Atlantic,80,2013,1/17/2013,0
Lipscomb,87,Florida Gulf Coast,78,2013,1/17/2013,0
North Texas,64,Florida International,70,2013,1/17/2013,0
College of Charleston,47,Georgia Southern,51,2013,1/17/2013,0
Youngstown State,58,Green Bay,67,2013,1/17/2013,0
Pacific,52,Hawaii,60,2013,1/17/2013,0
Sacramento State,59,Idaho State,60,2013,1/17/2013,0
Northwestern,68,Illinois,54,2013,1/17/2013,0
South Dakota,60,IPFW,62,2013,1/17/2013,0
North Dakota State,78,IUPUI,40,2013,1/17/2013,0
South Carolina Upstate,66,Kennesaw State,54,2013,1/17/2013,0
Idaho,66,Louisiana Tech,72,2013,1/17/2013,0
Marist,58,Loyola (MD),72,2013,1/17/2013,0
Duquesne,66,UMass,79,2013,1/17/2013,0
ETSU,59,Mercer,78,2013,1/17/2013,0
Arkansas-Little Rock,50,Middle Tennessee,82,2013,1/17/2013,0
Cleveland State,57,Milwaukee,69,2013,1/17/2013,0
Michigan,83,Minnesota,75,2013,1/17/2013,0
Southern Utah,67,Montana,73,2013,1/17/2013,0
Eastern Illinois,49,Murray State,70,2013,1/17/2013,0
Utah State,51,New Mexico State,64,2013,1/17/2013,0
Siena,64,Niagara,87,2013,1/17/2013,0
Penn,54,NJIT,53,2013,1/17/2013,0
Eastern Washington,47,North Dakota,65,2013,1/17/2013,0
Portland State,50,Northern Colorado,67,2013,1/17/2013,0
Nicholls State,93,Northwestern State,78,2013,1/17/2013,0
UMKC,68,Oakland,81,2013,1/17/2013,0
Gonzaga,71,Portland,49,2013,1/17/2013,0
Sacred Heart,62,Robert Morris,66,2013,1/17/2013,0
South Florida,67,Rutgers,70,2013,1/17/2013,0
Quinnipiac,75,Saint Francis (PA),66,2013,1/17/2013,0
Rider,66,St. Peter's,54,2013,1/17/2013,0
Central Arkansas,52,Sam Houston State,63,2013,1/17/2013,0
Western Carolina,60,Samford,64,2013,1/17/2013,0
Santa Clara,85,San Francisco,54,2013,1/17/2013,0
Louisiana-Monroe,56,South Alabama,71,2013,1/17/2013,0
Morehead State,75,Southeast Missouri State,59,2013,1/17/2013,0
Oregon,76,USC,74,2013,1/17/2013,0
Monmouth,71,St. Francis (NY),67,2013,1/17/2013,0
Southeastern Louisiana,40,Stephen F. Austin,52,2013,1/17/2013,0
Northern Kentucky,59,Stetson,71,2013,1/17/2013,0
Jacksonville State,60,Tennessee State,66,2013,1/17/2013,0
Florida,68,Texas A&M,47,2013,1/17/2013,0
Oral Roberts,64,Texas A&M-Corpus Christi,52,2013,1/17/2013,0
Seattle,61,Texas-Arlington,44,2013,1/17/2013,0
Oregon State,64,UCLA,74,2013,1/17/2013,0
St. Joseph's,86,VCU,92,2013,1/17/2013,0
Northern Arizona,70,Weber State,83,2013,1/17/2013,0
South Dakota State,59,Western Illinois,53,2013,1/17/2013,0
Louisiana,49,Western Kentucky,72,2013,1/17/2013,0
Ball State,64,Akron,71,2013,1/16/2013,0
Lehigh,63,American,57,2013,1/16/2013,0
Auburn,80,Arkansas,88,2013,1/16/2013,0
Lafayette,54,Army,77,2013,1/16/2013,0
New Mexico,79,Boise State,74,2013,1/16/2013,0
Miami (FL),60,Boston College,59,2013,1/16/2013,0
Saint Mary's (CA),70,BYU,69,2013,1/16/2013,0
Kent State,80,Buffalo,68,2013,1/16/2013,0
Richmond,47,Butler,62,2013,1/16/2013,0
North Carolina-Asheville,68,Charleston Southern,74,2013,1/16/2013,0
Fordham,68,Charlotte,74,2013,1/16/2013,0
Bucknell,73,Colgate,59,2013,1/16/2013,0
Air Force,40,Colorado State,79,2013,1/16/2013,0
Towson,69,Delaware,66,2013,1/16/2013,0
Evansville,69,Drake,83,2013,1/16/2013,0
Houston,78,East Carolina,89,2013,1/16/2013,0
Wyoming,36,Fresno State,49,2013,1/16/2013,0
Coastal Carolina,65,Gardner-Webb,66,2013,1/16/2013,0
Temple,55,George Washington,53,2013,1/16/2013,0
Providence,65,Georgetown,74,2013,1/16/2013,0
William & Mary,58,Georgia State,74,2013,1/16/2013,0
Liberty,72,High Point,77,2013,1/16/2013,0
Loyola (IL),59,UIC,61,2013,1/16/2013,0
Missouri State,60,Indiana State,68,2013,1/16/2013,0
West Virginia,67,Iowa State,69,2013,1/16/2013,0
Dayton,70,La Salle,72,2013,1/16/2013,0
South Carolina,82,LSU,73,2013,1/16/2013,0
Seton Hall,62,Marquette,69,2013,1/16/2013,0
North Carolina State,50,Maryland,51,2013,1/16/2013,0
Hartford,57,UMBC,70,2013,1/16/2013,0
Bowling Green State,60,Miami (OH),63,2013,1/16/2013,0
Alabama,75,Mississippi State,43,2013,1/16/2013,0
Georgia,62,Missouri,79,2013,1/16/2013,0
Holy Cross,62,Navy,47,2013,1/16/2013,0
Purdue,65,Nebraska,56,2013,1/16/2013,0
Albany (NY),68,New Hampshire,62,2013,1/16/2013,0
Wofford,52,North Carolina-Greensboro,71,2013,1/16/2013,0
Old Dominion,60,North Carolina-Wilmington,65,2013,1/16/2013,0
Hofstra,60,Northeastern,65,2013,1/16/2013,0
Northern Illinois,63,Ohio,81,2013,1/16/2013,0
Texas Tech,63,Oklahoma,81,2013,1/16/2013,0
Michigan State,81,Penn State,72,2013,1/16/2013,0
Longwood,72,Radford,82,2013,1/16/2013,0
Memphis,77,Rice,51,2013,1/16/2013,0
Loyola Marymount,70,San Diego,78,2013,1/16/2013,0
UNLV,82,San Diego State,75,2013,1/16/2013,0
Southern Miss,74,SMU,70,2013,1/16/2013,0
Xavier,66,St. Bonaventure,64,2013,1/16/2013,0
Kansas State,67,Texas Christian,54,2013,1/16/2013,0
UTEP,42,Tulsa,45,2013,1/16/2013,0
Binghamton,37,Vermont,61,2013,1/16/2013,0
Pitt,58,Villanova,43,2013,1/16/2013,0
Campbell,57,Virginia Military Institute,76,2013,1/16/2013,0
Colorado,54,Washington,64,2013,1/16/2013,0
Utah,65,Washington State,75,2013,1/16/2013,0
Toledo,56,Western Michigan,79,2013,1/16/2013,0
Illinois State,62,Wichita State,74,2013,1/16/2013,0
Presbyterian,51,Winthrop,62,2013,1/16/2013,0
Southern Illinois,66,Bradley,69,2013,1/15/2013,0
Wake Forest,44,Clemson,60,2013,1/15/2013,0
Northern Iowa,68,Creighton,79,2013,1/15/2013,0
Cincinnati,75,DePaul,70,2013,1/15/2013,0
Central Michigan,52,Eastern Michigan,58,2013,1/15/2013,0
James Madison,57,George Mason,68,2013,1/15/2013,0
Wisconsin,64,Indiana,59,2013,1/15/2013,0
Tennessee,65,Kentucky,75,2013,1/15/2013,0
Notre Dame,63,St. John's (NY),67,2013,1/15/2013,0
Boston University,48,Stony Brook,75,2013,1/15/2013,0
Ole Miss,89,Vanderbilt,79,2013,1/15/2013,0
Arkansas-Pine Bluff,62,Alcorn State,52,2013,1/14/2013,0
North Carolina-Greensboro,70,Appalachian State,83,2013,1/14/2013,0
North Carolina Central,75,Bethune-Cookman,66,2013,1/14/2013,0
Benedictine (IL),53,Chicago State,77,2013,1/14/2013,0
College of Charleston,73,Citadel,69,2013,1/14/2013,0
Louisville,73,UConn,58,2013,1/14/2013,0
South Carolina State,58,Coppin State,79,2013,1/14/2013,0
NJIT,66,Fairleigh Dickinson,63,2013,1/14/2013,0
North Carolina A&T,68,Florida A&M,40,2013,1/14/2013,0
Wofford,65,Furman,69,2013,1/14/2013,0
Davidson,57,Georgia Southern,70,2013,1/14/2013,0
Quinnipiac,64,Hampton,70,2013,1/14/2013,0
Norfolk State,54,Howard,49,2013,1/14/2013,0
Weber State,70,Idaho State,54,2013,1/14/2013,0
Baylor,44,Kansas,61,2013,1/14/2013,0
Savannah State,78,Morgan State,70,2013,1/14/2013,0
Jackson State,59,Prairie View,73,2013,1/14/2013,0
Mississippi Valley State,54,Southern,88,2013,1/14/2013,0
Houston Baptist,44,UTEP,72,2013,1/14/2013,0
Grambling,50,Texas Southern,95,2013,1/14/2013,0
Elon,80,Western Carolina,67,2013,1/14/2013,0
Wichita State,67,Evansville,71,2013,1/13/2013,0
Niagara,67,Fairfield,64,2013,1/13/2013,0
UMass,77,Fordham,73,2013,1/13/2013,0
Canisius,87,Iona,97,2013,1/13/2013,0
Marist,53,Manhattan,65,2013,1/13/2013,0
Maryland,47,Miami (FL),54,2013,1/13/2013,0
Nebraska,56,Michigan State,66,2013,1/13/2013,0
Iowa,70,Northwestern,50,2013,1/13/2013,0
Michigan,53,Ohio State,56,2013,1/13/2013,0
Arizona State,65,Oregon,68,2013,1/13/2013,0
Penn State,42,Purdue,60,2013,1/13/2013,0
Loyola (MD),57,Rider,64,2013,1/13/2013,0
Providence,67,Seton Hall,55,2013,1/13/2013,0
St. Peter's,53,Siena,66,2013,1/13/2013,0
Tennessee,65,Alabama,68,2013,1/12/2013,0
Alabama State,57,Alabama A&M,64,2013,1/12/2013,0
Memphis,69,Alabama-Birmingham,53,2013,1/12/2013,0
Maine,63,Albany (NY),76,2013,1/12/2013,0
Mississippi Valley State,67,Alcorn State,72,2013,1/12/2013,0
Elon,70,Appalachian State,80,2013,1/12/2013,0
Vanderbilt,33,Arkansas,56,2013,1/12/2013,0
Florida International,76,Arkansas-Little Rock,88,2013,1/12/2013,0
Murray State,71,Austin Peay,68,2013,1/12/2013,0
Kent State,61,Ball State,47,2013,1/12/2013,0
Texas Christian,40,Baylor,51,2013,1/12/2013,0
UT-Martin,53,Belmont,90,2013,1/12/2013,0
North Carolina A&T,60,Bethune-Cookman,72,2013,1/12/2013,0
Binghamton,59,Boston University,83,2013,1/12/2013,0
Eastern Michigan,44,Bowling Green State,46,2013,1/12/2013,0
Daniel Webster,34,Brown,71,2013,1/12/2013,0
Army,55,Bucknell,76,2013,1/12/2013,0
Miami (OH),58,Buffalo,57,2013,1/12/2013,0
UC-Riverside,69,Cal State Fullerton,71,2013,1/12/2013,0
Washington State,54,University of California,67,2013,1/12/2013,0
UCSB,66,UC-Davis,59,2013,1/12/2013,0
Cal State Northridge,69,UC-Irvine,79,2013,1/12/2013,0
Northwestern State,100,Central Arkansas,88,2013,1/12/2013,0
Bryant,69,Central Connecticut,62,2013,1/12/2013,0
Samford,69,Citadel,65,2013,1/12/2013,0
Virginia,44,Clemson,59,2013,1/12/2013,0
Detroit,62,Cleveland State,74,2013,1/12/2013,0
American,72,Colgate,63,2013,1/12/2013,0
Chattanooga,59,College of Charleston,86,2013,1/12/2013,0
UCLA,78,Colorado,75,2013,1/12/2013,0
Savannah State,56,Coppin State,48,2013,1/12/2013,0
Old Westbury,84,Cornell,103,2013,1/12/2013,0
Harvard,75,Dartmouth,65,2013,1/12/2013,0
Butler,79,Dayton,73,2013,1/12/2013,0
St. Joseph's,74,Duquesne,66,2013,1/12/2013,0
UCF,85,East Carolina,88,2013,1/12/2013,0
Florida Gulf Coast,75,ETSU,85,2013,1/12/2013,0
Jacksonville State,61,Eastern Illinois,55,2013,1/12/2013,0
Morehead State,52,Eastern Kentucky,59,2013,1/12/2013,0
Sacramento State,60,Eastern Washington,53,2013,1/12/2013,0
Saint Francis (PA),69,Fairleigh Dickinson,79,2013,1/12/2013,0
North Carolina Central,85,Florida A&M,62,2013,1/12/2013,0
UNC,77,Florida State,72,2013,1/12/2013,0
Davidson,81,Furman,73,2013,1/12/2013,0
Mississippi State,72,Georgia,61,2013,1/12/2013,0
Delaware,86,Georgia State,83,2013,1/12/2013,0
Virginia Tech,70,Georgia Tech,65,2013,1/12/2013,0
UIC,47,Green Bay,53,2013,1/12/2013,0
Gardner-Webb,64,High Point,70,2013,1/12/2013,0
William & Mary,59,Hofstra,70,2013,1/12/2013,0
Hampton,51,Howard,49,2013,1/12/2013,0
New Mexico State,71,Idaho,70,2013,1/12/2013,0
Drake,82,Illinois State,77,2013,1/12/2013,0
Minnesota,81,Indiana,88,2013,1/12/2013,0
Texas,62,Iowa State,82,2013,1/12/2013,0
Mercer,47,Jacksonville,49,2013,1/12/2013,0
Drexel,43,James Madison,51,2013,1/12/2013,0
Texas A&M,83,Kentucky,71,2013,1/12/2013,0
Richmond,59,La Salle,71,2013,1/12/2013,0
Navy,47,Lafayette,64,2013,1/12/2013,0
Texas A&M-Corpus Christi,62,Lamar,56,2013,1/12/2013,0
Holy Cross,47,Lehigh,79,2013,1/12/2013,0
Coastal Carolina,56,Liberty,64,2013,1/12/2013,0
Hawaii,72,Long Beach State,76,2013,1/12/2013,0
Mount St. Mary's,72,LIU-Brooklyn,86,2013,1/12/2013,0
Charleston Southern,75,Longwood,62,2013,1/12/2013,0
Arkansas State,56,Louisiana,61,2013,1/12/2013,0
Middle Tennessee,66,Louisiana-Monroe,57,2013,1/12/2013,0
Florida,74,LSU,52,2013,1/12/2013,0
South Florida,38,Louisville,64,2013,1/12/2013,0
Portland,68,Loyola Marymount,64,2013,1/12/2013,0
Norfolk State,63,Maryland-Eastern Shore,58,2013,1/12/2013,0
Sam Houston State,72,McNeese State,57,2013,1/12/2013,0
Valparaiso,76,Milwaukee,52,2013,1/12/2013,0
Missouri,49,Ole Miss,64,2013,1/12/2013,0
Robert Morris,70,Monmouth,55,2013,1/12/2013,0
South Carolina State,60,Morgan State,76,2013,1/12/2013,0
Western Illinois,89,Nebraska-Omaha,74,2013,1/12/2013,0
Wyoming,59,Nevada,48,2013,1/12/2013,0
Air Force,71,UNLV,76,2013,1/12/2013,0
Fresno State,45,New Mexico,72,2013,1/12/2013,0
Champion Baptist,50,New Orleans,87,2013,1/12/2013,0
Chicago State,78,NJIT,83,2013,1/12/2013,0
Radford,61,North Carolina-Asheville,79,2013,1/12/2013,0
Duke,76,North Carolina State,84,2013,1/12/2013,0
George Mason,74,North Carolina-Wilmington,82,2013,1/12/2013,0
Montana State,73,North Dakota,86,2013,1/12/2013,0
Oakland,65,North Dakota State,73,2013,1/12/2013,0
Kennesaw State,72,North Florida,81,2013,1/12/2013,0
South Alabama,56,North Texas,66,2013,1/12/2013,0
Montana,85,Northern Colorado,77,2013,1/12/2013,0
Akron,68,Northern Illinois,53,2013,1/12/2013,0
Bradley,53,Northern Iowa,84,2013,1/12/2013,0
UConn,65,Notre Dame,58,2013,1/12/2013,0
Oklahoma State,68,Oklahoma,77,2013,1/12/2013,0
Stephen F. Austin,61,Oral Roberts,50,2013,1/12/2013,0
Arizona,80,Oregon State,70,2013,1/12/2013,0
Cal Poly,55,Pacific,77,2013,1/12/2013,0
San Diego,62,Pepperdine,50,2013,1/12/2013,0
Marquette,74,Pitt,67,2013,1/12/2013,0
Northern Arizona,74,Portland State,79,2013,1/12/2013,0
Grambling,44,Prairie View,60,2013,1/12/2013,0
Campbell,62,Presbyterian,46,2013,1/12/2013,0
Penn,53,Princeton,65,2013,1/12/2013,0
Sacred Heart,80,Quinnipiac,74,2013,1/12/2013,0
Charlotte,58,Rhode Island,50,2013,1/12/2013,0
Cincinnati,68,Rutgers,58,2013,1/12/2013,0
San Francisco,72,Saint Mary's (CA),78,2013,1/12/2013,0
Colorado State,72,San Diego State,79,2013,1/12/2013,0
BYU,82,Santa Clara,64,2013,1/12/2013,0
Denver,64,Seattle,51,2013,1/12/2013,0
Auburn,74,South Carolina,71,2013,1/12/2013,0
Stetson,66,South Carolina Upstate,64,2013,1/12/2013,0
UMKC,90,South Dakota,86,2013,1/12/2013,0
IPFW,57,South Dakota State,83,2013,1/12/2013,0
Nicholls State,65,Southeastern Louisiana,70,2013,1/12/2013,0
Arkansas-Pine Bluff,50,Southern,84,2013,1/12/2013,0
Indiana State,71,Southern Illinois,76,2013,1/12/2013,0
Tennessee Tech,54,Southern Illinois-Edwardsville,58,2013,1/12/2013,0
Tulane,53,SMU,59,2013,1/12/2013,0
Houston,54,Southern Miss,73,2013,1/12/2013,0
Idaho State,54,Southern Utah,53,2013,1/12/2013,0
VCU,72,St. Bonaventure,65,2013,1/12/2013,0
Georgetown,67,St. John's (NY),51,2013,1/12/2013,0
Washington,65,Stanford,60,2013,1/12/2013,0
Hartford,59,Stony Brook,73,2013,1/12/2013,0
Villanova,61,Syracuse,72,2013,1/12/2013,0
Saint Louis,54,Temple,64,2013,1/12/2013,0
Southeast Missouri State,69,Tennessee State,81,2013,1/12/2013,0
Marshall,63,UTEP,74,2013,1/12/2013,0
Fisher College,49,Texas-Rio Grande Valley,95,2013,1/12/2013,0
Louisiana Tech,73,UTSA,71,2013,1/12/2013,0
Jackson State,57,Texas Southern,84,2013,1/12/2013,0
Texas-Arlington,91,Texas State,74,2013,1/12/2013,0
Kansas,60,Texas Tech,46,2013,1/12/2013,0
Central Michigan,72,Toledo,76,2013,1/12/2013,0
Northeastern,70,Towson,59,2013,1/12/2013,0
Rice,51,Tulsa,64,2013,1/12/2013,0
USC,76,Utah,59,2013,1/12/2013,0
Houston Baptist,62,Utah Valley,83,2013,1/12/2013,0
UMBC,53,Vermont,68,2013,1/12/2013,0
Winthrop,54,Virginia Military Institute,72,2013,1/12/2013,0
St. Francis (NY),71,Wagner,52,2013,1/12/2013,0
Boston College,72,Wake Forest,75,2013,1/12/2013,0
Kansas State,65,West Virginia,64,2013,1/12/2013,0
North Carolina-Greensboro,59,Western Carolina,62,2013,1/12/2013,0
Florida Atlantic,65,Western Kentucky,62,2013,1/12/2013,0
Ohio,61,Western Michigan,59,2013,1/12/2013,0
Illinois,51,Wisconsin,74,2013,1/12/2013,0
Georgia Southern,53,Wofford,71,2013,1/12/2013,0
George Washington,56,Xavier,71,2013,1/12/2013,0
Oberlin,39,Yale,104,2013,1/12/2013,0
Wright State,62,Loyola (IL),61,2013,1/11/2013,0
Fairfield,58,Loyola (MD),63,2013,1/11/2013,0
Creighton,74,Missouri State,52,2013,1/11/2013,0
Lipscomb,53,Northern Kentucky,67,2013,1/11/2013,0
Niagara,77,St. Peter's,58,2013,1/11/2013,0
Canisius,54,Siena,57,2013,1/11/2013,0
San Jose State,60,Utah State,66,2013,1/11/2013,0
North Texas,53,Arkansas-Little Rock,67,2013,1/10/2013,0
Florida International,66,Arkansas State,64,2013,1/10/2013,0
Southeast Missouri State,72,Belmont,107,2013,1/10/2013,0
Pepperdine,51,BYU,76,2013,1/10/2013,0
Quinnipiac,95,Bryant,103,2013,1/10/2013,0
Cal Poly,67,UC-Davis,69,2013,1/10/2013,0
Stephen F. Austin,77,Central Arkansas,69,2013,1/10/2013,0
Sacred Heart,78,Central Connecticut,84,2013,1/10/2013,0
Chattanooga,70,Citadel,65,2013,1/10/2013,0
Samford,62,College of Charleston,57,2013,1/10/2013,0
USC,60,Colorado,66,2013,1/10/2013,0
Stetson,72,ETSU,70,2013,1/10/2013,0
Tennessee Tech,77,Eastern Illinois,73,2013,1/10/2013,0
Northern Arizona,59,Eastern Washington,82,2013,1/10/2013,0
Robert Morris,88,Fairleigh Dickinson,54,2013,1/10/2013,0
Old Dominion,46,George Mason,71,2013,1/10/2013,0
Saint Mary's (CA),78,Gonzaga,83,2013,1/10/2013,0
Denver,55,Idaho,49,2013,1/10/2013,0
Michigan State,62,Iowa,59,2013,1/10/2013,0
Kennesaw State,92,Jacksonville,99,2013,1/10/2013,0
Sam Houston State,68,Lamar,57,2013,1/10/2013,0
Wagner,86,LIU-Brooklyn,75,2013,1/10/2013,0
South Alabama,91,Louisiana,89,2013,1/10/2013,0
Santa Clara,80,Loyola Marymount,84,2013,1/10/2013,0
Rider,69,Manhattan,60,2013,1/10/2013,0
Iona,86,Marist,82,2013,1/10/2013,0
Texas A&M-Corpus Christi,71,McNeese State,75,2013,1/10/2013,0
Florida Atlantic,52,Middle Tennessee,62,2013,1/10/2013,0
Saint Francis (PA),60,Monmouth,65,2013,1/10/2013,0
IUPUI,79,Nebraska-Omaha,90,2013,1/10/2013,0
Miami (FL),68,UNC,59,2013,1/10/2013,0
Montana,77,North Dakota,62,2013,1/10/2013,0
IPFW,55,North Dakota State,67,2013,1/10/2013,0
Mercer,66,North Florida,47,2013,1/10/2013,0
Montana State,69,Northern Colorado,66,2013,1/10/2013,0
Northwestern State,74,Oral Roberts,80,2013,1/10/2013,0
Arizona,66,Oregon,70,2013,1/10/2013,0
Arizona State,72,Oregon State,62,2013,1/10/2013,0
UCSB,62,Pacific,80,2013,1/10/2013,0
Northwestern,70,Penn State,54,2013,1/10/2013,0
Sacramento State,69,Portland State,87,2013,1/10/2013,0
UMass,62,Saint Louis,70,2013,1/10/2013,0
San Diego,70,San Francisco,66,2013,1/10/2013,0
New Mexico State,83,Seattle,82,2013,1/10/2013,0
Florida Gulf Coast,72,South Carolina Upstate,71,2013,1/10/2013,0
Oakland,74,South Dakota State,81,2013,1/10/2013,0
Jacksonville State,75,Southern Illinois-Edwardsville,62,2013,1/10/2013,0
Weber State,81,Southern Utah,74,2013,1/10/2013,0
Mount St. Mary's,56,St. Francis (NY),70,2013,1/10/2013,0
UT-Martin,48,Tennessee State,80,2013,1/10/2013,0
Texas-Arlington,75,UTSA,67,2013,1/10/2013,0
Louisiana Tech,84,Texas State,67,2013,1/10/2013,0
Louisiana-Monroe,55,Troy,64,2013,1/10/2013,0
UCLA,57,Utah,53,2013,1/10/2013,0
Kentucky,60,Vanderbilt,58,2013,1/10/2013,0
Temple,52,Xavier,57,2013,1/10/2013,0
Detroit,101,Youngstown State,60,2013,1/10/2013,0
Nevada,65,Air Force,78,2013,1/9/2013,0
Western Michigan,43,Akron,65,2013,1/9/2013,0
LSU,63,Auburn,68,2013,1/9/2013,0
Morehead State,81,Austin Peay,84,2013,1/9/2013,0
Stony Brook,62,Binghamton,37,2013,1/9/2013,0
Cal State Fullerton,74,Cal State Bakersfield,62,2013,1/9/2013,0
Washington,62,University of California,47,2013,1/9/2013,0
Hawaii,64,UC-Irvine,68,2013,1/9/2013,0
Alabama-Birmingham,48,UCF,64,2013,1/9/2013,0
Bowling Green State,67,Central Michigan,73,2013,1/9/2013,0
Winthrop,63,Charleston Southern,75,2013,1/9/2013,0
La Salle,65,Charlotte,74,2013,1/9/2013,0
Presbyterian,43,Coastal Carolina,61,2013,1/9/2013,0
Hofstra,54,Delaware,69,2013,1/9/2013,0
Ball State,60,Eastern Michigan,58,2013,1/9/2013,0
Georgia,44,Florida,77,2013,1/9/2013,0
Duquesne,75,Fordham,82,2013,1/9/2013,0
San Diego State,65,Fresno State,62,2013,1/9/2013,0
North Carolina-Asheville,71,Gardner-Webb,78,2013,1/9/2013,0
St. Bonaventure,59,George Washington,78,2013,1/9/2013,0
Loyola (IL),45,Green Bay,58,2013,1/9/2013,0
Maine,61,Hartford,68,2013,1/9/2013,0
SMU,67,Houston,78,2013,1/9/2013,0
Minnesota,84,Illinois,67,2013,1/9/2013,0
Valparaiso,75,UIC,70,2013,1/9/2013,0
Bradley,53,Indiana State,68,2013,1/9/2013,0
North Carolina-Wilmington,50,James Madison,78,2013,1/9/2013,0
Iowa State,89,Kansas,97,2013,1/9/2013,0
Toledo,70,Kent State,58,2013,1/9/2013,0
Cal State Northridge,69,Long Beach State,78,2013,1/9/2013,0
Campbell,83,Longwood,73,2013,1/9/2013,0
Tulsa,61,Marshall,79,2013,1/9/2013,0
Florida State,65,Maryland,62,2013,1/9/2013,0
New Hampshire,57,UMBC,68,2013,1/9/2013,0
East Carolina,54,Memphis,67,2013,1/9/2013,0
Northern Illinois,72,Miami (OH),61,2013,1/9/2013,0
Nebraska,47,Michigan,62,2013,1/9/2013,0
South Carolina,54,Mississippi State,56,2013,1/9/2013,0
Utah Valley,78,UMKC,66,2013,1/9/2013,0
Eastern Kentucky,77,Murray State,65,2013,1/9/2013,0
